Vial,Site,Field,Plot,Treatment,Season,Taxa,Density
YF3P2SHAM,Yerington,3,2,Sham,Spring,Other,9
YF3P2SHAM,Yerington,3,2,Sham,Spring,AllAph,27
YF3P2SHAM,Yerington,3,2,Sham,Spring,NonAcy,0
YF3P2FULL,Yerington,3,2,Full,Spring,Arachnida,0
YF3P2FULL,Yerington,3,2,Full,Spring,Nabis,0
YF3P2FULL,Yerington,3,2,Full,Spring,Geocoris,1
YF3P2FULL,Yerington,3,2,Full,Spring,Anthocoridae,5
YF3P2FULL,Yerington,3,2,Full,Spring,Coccinellidae,1
YF3P2FULL,Yerington,3,2,Full,Spring,Ichneumonidae,1
YF3P2FULL,Yerington,3,2,Full,Spring,Acyrthosiphon,47
YF3P2FULL,Yerington,3,2,Full,Spring,Aphis,0
YF3P2FULL,Yerington,3,2,Full,Spring,Therioaphis,0
YF3P2FULL,Yerington,3,2,Full,Spring,Lygus,15
YF3P2FULL,Yerington,3,2,Full,Spring,Thysanoptera,40
YF3P2FULL,Yerington,3,2,Full,Spring,Other,2
YF3P2FULL,Yerington,3,2,Full,Spring,AllAph,47
YF3P2FULL,Yerington,3,2,Full,Spring,NonAcy,0
FallonF4P2FULL,Fallon,2,2,Full,Spring,Arachnida,3
FallonF4P2FULL,Fallon,2,2,Full,Spring,Nabis,0
FallonF4P2FULL,Fallon,2,2,Full,Spring,Geocoris,4
FallonF4P2FULL,Fallon,2,2,Full,Spring,Anthocoridae,2
FallonF4P2FULL,Fallon,2,2,Full,Spring,Coccinellidae,1
FallonF4P2FULL,Fallon,2,2,Full,Spring,Ichneumonidae,8
FallonF4P2FULL,Fallon,2,2,Full,Spring,Acyrthosiphon,128
FallonF4P2FULL,Fallon,2,2,Full,Spring,Aphis,0
FallonF4P2FULL,Fallon,2,2,Full,Spring,Therioaphis,6
FallonF4P2FULL,Fallon,2,2,Full,Spring,Lygus,0
FallonF4P2FULL,Fallon,2,2,Full,Spring,Thysanoptera,23
FallonF4P2FULL,Fallon,2,2,Full,Spring,Other,49
FallonF4P2FULL,Fallon,2,2,Full,Spring,AllAph,134
FallonF4P2FULL,Fallon,2,2,Full,Spring,NonAcy,6
FallonF4P3CONT,Fallon,2,3,Control,Spring,Arachnida,0
FallonF4P3CONT,Fallon,2,3,Control,Spring,Nabis,0
FallonF4P3CONT,Fallon,2,3,Control,Spring,Geocoris,4
FallonF4P3CONT,Fallon,2,3,Control,Spring,Anthocoridae,0
FallonF4P3CONT,Fallon,2,3,Control,Spring,Coccinellidae,1
FallonF4P3CONT,Fallon,2,3,Control,Spring,Ichneumonidae,14
FallonF4P3CONT,Fallon,2,3,Control,Spring,Acyrthosiphon,113
FallonF4P3CONT,Fallon,2,3,Control,Spring,Aphis,0
FallonF4P3CONT,Fallon,2,3,Control,Spring,Therioaphis,2
FallonF4P3CONT,Fallon,2,3,Control,Spring,Lygus,0
FallonF4P3CONT,Fallon,2,3,Control,Spring,Thysanoptera,9
FallonF4P3CONT,Fallon,2,3,Control,Spring,Other,36
FallonF4P3CONT,Fallon,2,3,Control,Spring,AllAph,115
FallonF4P3CONT,Fallon,2,3,Control,Spring,NonAcy,2
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Arachnida,1
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Nabis,0
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Geocoris,0
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Anthocoridae,24
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Coccinellidae,1
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Ichneumonidae,3
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Acyrthosiphon,36
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Aphis,0
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Therioaphis,5
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Lygus,3
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Thysanoptera,95
MindenF1P1SHAM,Minden,1,1,Sham,Spring,Other,307
MindenF1P1SHAM,Minden,1,1,Sham,Spring,AllAph,41
MindenF1P1SHAM,Minden,1,1,Sham,Spring,NonAcy,5
MindenF2P1FULL,Minden,2,1,Full,Spring,Arachnida,0
MindenF2P1FULL,Minden,2,1,Full,Spring,Nabis,0
MindenF2P1FULL,Minden,2,1,Full,Spring,Geocoris,12
MindenF2P1FULL,Minden,2,1,Full,Spring,Anthocoridae,13
MindenF2P1FULL,Minden,2,1,Full,Spring,Coccinellidae,0
MindenF2P1FULL,Minden,2,1,Full,Spring,Ichneumonidae,4
MindenF2P1FULL,Minden,2,1,Full,Spring,Acyrthosiphon,16
MindenF2P1FULL,Minden,2,1,Full,Spring,Aphis,0
MindenF2P1FULL,Minden,2,1,Full,Spring,Therioaphis,3
MindenF2P1FULL,Minden,2,1,Full,Spring,Lygus,6
MindenF2P1FULL,Minden,2,1,Full,Spring,Thysanoptera,264
MindenF2P1FULL,Minden,2,1,Full,Spring,Other,30
MindenF2P1FULL,Minden,2,1,Full,Spring,AllAph,19
MindenF2P1FULL,Minden,2,1,Full,Spring,NonAcy,3
MindenF1P2CONT,Minden,1,2,Control,Spring,Arachnida,0
MindenF1P2CONT,Minden,1,2,Control,Spring,Nabis,1
MindenF1P2CONT,Minden,1,2,Control,Spring,Geocoris,3
MindenF1P2CONT,Minden,1,2,Control,Spring,Anthocoridae,7
MindenF1P2CONT,Minden,1,2,Control,Spring,Coccinellidae,1
MindenF1P2CONT,Minden,1,2,Control,Spring,Ichneumonidae,1
MindenF1P2CONT,Minden,1,2,Control,Spring,Acyrthosiphon,33
MindenF1P2CONT,Minden,1,2,Control,Spring,Aphis,0
MindenF1P2CONT,Minden,1,2,Control,Spring,Therioaphis,0
MindenF1P2CONT,Minden,1,2,Control,Spring,Lygus,9
MindenF1P2CONT,Minden,1,2,Control,Spring,Thysanoptera,51
MindenF1P2CONT,Minden,1,2,Control,Spring,Other,249
MindenF1P2CONT,Minden,1,2,Control,Spring,AllAph,33
MindenF1P2CONT,Minden,1,2,Control,Spring,NonAcy,0
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Arachnida,0
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Nabis,0
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Geocoris,0
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Anthocoridae,17
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Coccinellidae,0
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Ichneumonidae,3
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Acyrthosiphon,35
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Aphis,0
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Therioaphis,0
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Lygus,1
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Thysanoptera,135
MindenF1P2SHAM,Minden,1,2,Sham,Spring,Other,152
MindenF1P2SHAM,Minden,1,2,Sham,Spring,AllAph,35
MindenF1P2SHAM,Minden,1,2,Sham,Spring,NonAcy,0
MindenF1P2FULL,Minden,1,2,Full,Spring,Arachnida,0
MindenF1P2FULL,Minden,1,2,Full,Spring,Nabis,0
MindenF1P2FULL,Minden,1,2,Full,Spring,Geocoris,1
MindenF1P2FULL,Minden,1,2,Full,Spring,Anthocoridae,17
MindenF1P2FULL,Minden,1,2,Full,Spring,Coccinellidae,1
MindenF1P2FULL,Minden,1,2,Full,Spring,Ichneumonidae,3
MindenF1P2FULL,Minden,1,2,Full,Spring,Acyrthosiphon,10
MindenF1P2FULL,Minden,1,2,Full,Spring,Aphis,0
MindenF1P2FULL,Minden,1,2,Full,Spring,Therioaphis,0
MindenF1P2FULL,Minden,1,2,Full,Spring,Lygus,2
MindenF1P2FULL,Minden,1,2,Full,Spring,Thysanoptera,149
MindenF1P2FULL,Minden,1,2,Full,Spring,Other,227
MindenF1P2FULL,Minden,1,2,Full,Spring,AllAph,10
MindenF1P2FULL,Minden,1,2,Full,Spring,NonAcy,0
MindenF1P3CONT,Minden,1,3,Control,Spring,Arachnida,0
MindenF1P3CONT,Minden,1,3,Control,Spring,Nabis,0
MindenF1P3CONT,Minden,1,3,Control,Spring,Geocoris,0
MindenF1P3CONT,Minden,1,3,Control,Spring,Anthocoridae,22
MindenF1P3CONT,Minden,1,3,Control,Spring,Coccinellidae,0
MindenF1P3CONT,Minden,1,3,Control,Spring,Ichneumonidae,7
MindenF1P3CONT,Minden,1,3,Control,Spring,Acyrthosiphon,28
MindenF1P3CONT,Minden,1,3,Control,Spring,Aphis,1
MindenF1P3CONT,Minden,1,3,Control,Spring,Therioaphis,2
MindenF1P3CONT,Minden,1,3,Control,Spring,Lygus,4
MindenF1P3CONT,Minden,1,3,Control,Spring,Thysanoptera,138
MindenF1P3CONT,Minden,1,3,Control,Spring,Other,82
MindenF1P3CONT,Minden,1,3,Control,Spring,AllAph,31
MindenF1P3CONT,Minden,1,3,Control,Spring,NonAcy,3
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Arachnida,1
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Nabis,1
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Geocoris,1
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Anthocoridae,27
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Coccinellidae,2
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Ichneumonidae,6
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Acyrthosiphon,33
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Aphis,1
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Therioaphis,0
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Lygus,7
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Thysanoptera,194
MindenF1P3SHAM,Minden,1,3,Sham,Spring,Other,449
MindenF1P3SHAM,Minden,1,3,Sham,Spring,AllAph,34
MindenF1P3SHAM,Minden,1,3,Sham,Spring,NonAcy,1
MindenF1P3FULL,Minden,1,3,Full,Spring,Arachnida,0
MindenF1P3FULL,Minden,1,3,Full,Spring,Nabis,0
MindenF1P3FULL,Minden,1,3,Full,Spring,Geocoris,1
MindenF1P3FULL,Minden,1,3,Full,Spring,Anthocoridae,18
MindenF1P3FULL,Minden,1,3,Full,Spring,Coccinellidae,0
MindenF1P3FULL,Minden,1,3,Full,Spring,Ichneumonidae,1
MindenF1P3FULL,Minden,1,3,Full,Spring,Acyrthosiphon,41
MindenF1P3FULL,Minden,1,3,Full,Spring,Aphis,0
MindenF1P3FULL,Minden,1,3,Full,Spring,Therioaphis,0
MindenF1P3FULL,Minden,1,3,Full,Spring,Lygus,5
MindenF1P3FULL,Minden,1,3,Full,Spring,Thysanoptera,206
MindenF1P3FULL,Minden,1,3,Full,Spring,Other,167
MindenF1P3FULL,Minden,1,3,Full,Spring,AllAph,41
MindenF1P3FULL,Minden,1,3,Full,Spring,NonAcy,0
MindenF2P1CONT,Minden,2,1,Control,Spring,Arachnida,1
MindenF2P1CONT,Minden,2,1,Control,Spring,Nabis,1
MindenF2P1CONT,Minden,2,1,Control,Spring,Geocoris,1
MindenF2P1CONT,Minden,2,1,Control,Spring,Anthocoridae,10
MindenF2P1CONT,Minden,2,1,Control,Spring,Coccinellidae,2
MindenF2P1CONT,Minden,2,1,Control,Spring,Ichneumonidae,3
MindenF2P1CONT,Minden,2,1,Control,Spring,Acyrthosiphon,19
MindenF2P1CONT,Minden,2,1,Control,Spring,Aphis,0
MindenF2P1CONT,Minden,2,1,Control,Spring,Therioaphis,3
MindenF2P1CONT,Minden,2,1,Control,Spring,Lygus,5
MindenF2P1CONT,Minden,2,1,Control,Spring,Thysanoptera,172
MindenF2P1CONT,Minden,2,1,Control,Spring,Other,39
MindenF2P1CONT,Minden,2,1,Control,Spring,AllAph,22
MindenF2P1CONT,Minden,2,1,Control,Spring,NonAcy,3
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Arachnida,0
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Nabis,0
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Geocoris,4
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Anthocoridae,18
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Coccinellidae,1
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Ichneumonidae,8
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Acyrthosiphon,14
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Aphis,0
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Therioaphis,2
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Lygus,17
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Thysanoptera,387
MindenF2P1SHAM,Minden,2,1,Sham,Spring,Other,60
MindenF2P1SHAM,Minden,2,1,Sham,Spring,AllAph,16
MindenF2P1SHAM,Minden,2,1,Sham,Spring,NonAcy,2
MindenF1P1FULL,Minden,1,1,Full,Spring,Arachnida,1
MindenF1P1FULL,Minden,1,1,Full,Spring,Nabis,0
MindenF1P1FULL,Minden,1,1,Full,Spring,Geocoris,0
MindenF1P1FULL,Minden,1,1,Full,Spring,Anthocoridae,14
MindenF1P1FULL,Minden,1,1,Full,Spring,Coccinellidae,1
MindenF1P1FULL,Minden,1,1,Full,Spring,Ichneumonidae,8
MindenF1P1FULL,Minden,1,1,Full,Spring,Acyrthosiphon,63
MindenF1P1FULL,Minden,1,1,Full,Spring,Aphis,0
MindenF1P1FULL,Minden,1,1,Full,Spring,Therioaphis,0
MindenF1P1FULL,Minden,1,1,Full,Spring,Lygus,2
MindenF1P1FULL,Minden,1,1,Full,Spring,Thysanoptera,232
MindenF1P1FULL,Minden,1,1,Full,Spring,Other,226
MindenF1P1FULL,Minden,1,1,Full,Spring,AllAph,63
MindenF1P1FULL,Minden,1,1,Full,Spring,NonAcy,0
MindenF2P2CONT,Minden,2,2,Control,Spring,Arachnida,2
MindenF2P2CONT,Minden,2,2,Control,Spring,Nabis,0
MindenF2P2CONT,Minden,2,2,Control,Spring,Geocoris,2
MindenF2P2CONT,Minden,2,2,Control,Spring,Anthocoridae,9
MindenF2P2CONT,Minden,2,2,Control,Spring,Coccinellidae,0
MindenF2P2CONT,Minden,2,2,Control,Spring,Ichneumonidae,6
MindenF2P2CONT,Minden,2,2,Control,Spring,Acyrthosiphon,9
MindenF2P2CONT,Minden,2,2,Control,Spring,Aphis,0
MindenF2P2CONT,Minden,2,2,Control,Spring,Therioaphis,3
MindenF2P2CONT,Minden,2,2,Control,Spring,Lygus,10
MindenF2P2CONT,Minden,2,2,Control,Spring,Thysanoptera,170
MindenF2P2CONT,Minden,2,2,Control,Spring,Other,111
MindenF2P2CONT,Minden,2,2,Control,Spring,AllAph,12
MindenF2P2CONT,Minden,2,2,Control,Spring,NonAcy,3
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Arachnida,1
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Nabis,0
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Geocoris,11
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Anthocoridae,13
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Coccinellidae,3
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Ichneumonidae,4
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Acyrthosiphon,17
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Aphis,0
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Therioaphis,2
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Lygus,16
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Thysanoptera,537
MindenF2P2SHAM,Minden,2,2,Sham,Spring,Other,133
MindenF2P2SHAM,Minden,2,2,Sham,Spring,AllAph,19
MindenF2P2SHAM,Minden,2,2,Sham,Spring,NonAcy,2
MindenF2P2FUL,Minden,2,2,Full,Spring,Arachnida,1
MindenF2P2FUL,Minden,2,2,Full,Spring,Nabis,0
MindenF2P2FUL,Minden,2,2,Full,Spring,Geocoris,6
MindenF2P2FUL,Minden,2,2,Full,Spring,Anthocoridae,8
MindenF2P2FUL,Minden,2,2,Full,Spring,Coccinellidae,2
MindenF2P2FUL,Minden,2,2,Full,Spring,Ichneumonidae,3
MindenF2P2FUL,Minden,2,2,Full,Spring,Acyrthosiphon,12
MindenF2P2FUL,Minden,2,2,Full,Spring,Aphis,0
MindenF2P2FUL,Minden,2,2,Full,Spring,Therioaphis,3
MindenF2P2FUL,Minden,2,2,Full,Spring,Lygus,5
MindenF2P2FUL,Minden,2,2,Full,Spring,Thysanoptera,527
MindenF2P2FUL,Minden,2,2,Full,Spring,Other,81
MindenF2P2FUL,Minden,2,2,Full,Spring,AllAph,15
MindenF2P2FUL,Minden,2,2,Full,Spring,NonAcy,3
MindenF2P3CONT,Minden,2,3,Control,Spring,Arachnida,0
MindenF2P3CONT,Minden,2,3,Control,Spring,Nabis,0
MindenF2P3CONT,Minden,2,3,Control,Spring,Geocoris,1
MindenF2P3CONT,Minden,2,3,Control,Spring,Anthocoridae,8
MindenF2P3CONT,Minden,2,3,Control,Spring,Coccinellidae,1
MindenF2P3CONT,Minden,2,3,Control,Spring,Ichneumonidae,3
MindenF2P3CONT,Minden,2,3,Control,Spring,Acyrthosiphon,18
MindenF2P3CONT,Minden,2,3,Control,Spring,Aphis,0
MindenF2P3CONT,Minden,2,3,Control,Spring,Therioaphis,1
MindenF2P3CONT,Minden,2,3,Control,Spring,Lygus,13
MindenF2P3CONT,Minden,2,3,Control,Spring,Thysanoptera,128
MindenF2P3CONT,Minden,2,3,Control,Spring,Other,163
MindenF2P3CONT,Minden,2,3,Control,Spring,AllAph,19
MindenF2P3CONT,Minden,2,3,Control,Spring,NonAcy,1
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Arachnida,3
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Nabis,1
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Geocoris,5
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Anthocoridae,8
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Coccinellidae,3
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Ichneumonidae,6
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Acyrthosiphon,28
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Aphis,0
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Therioaphis,4
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Lygus,16
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Thysanoptera,509
MindenF2P3SHAM,Minden,2,3,Sham,Spring,Other,83
MindenF2P3SHAM,Minden,2,3,Sham,Spring,AllAph,32
MindenF2P3SHAM,Minden,2,3,Sham,Spring,NonAcy,4
MindenF2P3Full,Minden,2,3,Full,Spring,Arachnida,0
MindenF2P3Full,Minden,2,3,Full,Spring,Nabis,0
MindenF2P3Full,Minden,2,3,Full,Spring,Geocoris,8
MindenF2P3Full,Minden,2,3,Full,Spring,Anthocoridae,9
MindenF2P3Full,Minden,2,3,Full,Spring,Coccinellidae,1
MindenF2P3Full,Minden,2,3,Full,Spring,Ichneumonidae,5
MindenF2P3Full,Minden,2,3,Full,Spring,Acyrthosiphon,15
MindenF2P3Full,Minden,2,3,Full,Spring,Aphis,0
MindenF2P3Full,Minden,2,3,Full,Spring,Therioaphis,0
MindenF2P3Full,Minden,2,3,Full,Spring,Lygus,8
MindenF2P3Full,Minden,2,3,Full,Spring,Thysanoptera,383
MindenF2P3Full,Minden,2,3,Full,Spring,Other,125
MindenF2P3Full,Minden,2,3,Full,Spring,AllAph,15
MindenF2P3Full,Minden,2,3,Full,Spring,NonAcy,0
MindenF3P1CONT,Minden,3,1,Control,Spring,Arachnida,0
MindenF3P1CONT,Minden,3,1,Control,Spring,Nabis,0
MindenF3P1CONT,Minden,3,1,Control,Spring,Geocoris,5
MindenF3P1CONT,Minden,3,1,Control,Spring,Anthocoridae,4
MindenF3P1CONT,Minden,3,1,Control,Spring,Coccinellidae,0
MindenF3P1CONT,Minden,3,1,Control,Spring,Ichneumonidae,1
MindenF3P1CONT,Minden,3,1,Control,Spring,Acyrthosiphon,48
MindenF3P1CONT,Minden,3,1,Control,Spring,Aphis,0
MindenF3P1CONT,Minden,3,1,Control,Spring,Therioaphis,31
MindenF3P1CONT,Minden,3,1,Control,Spring,Lygus,4
MindenF3P1CONT,Minden,3,1,Control,Spring,Thysanoptera,101
MindenF3P1CONT,Minden,3,1,Control,Spring,Other,48
MindenF3P1CONT,Minden,3,1,Control,Spring,AllAph,79
MindenF3P1CONT,Minden,3,1,Control,Spring,NonAcy,31
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Arachnida,1
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Nabis,1
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Geocoris,7
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Anthocoridae,9
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Coccinellidae,3
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Ichneumonidae,2
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Acyrthosiphon,62
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Aphis,0
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Therioaphis,34
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Lygus,4
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Thysanoptera,110
MindenF3P1SHAM,Minden,3,1,Sham,Spring,Other,12
MindenF3P1SHAM,Minden,3,1,Sham,Spring,AllAph,96
MindenF3P1SHAM,Minden,3,1,Sham,Spring,NonAcy,34
MindenF3P1FULL,Minden,3,1,Full,Spring,Arachnida,0
MindenF3P1FULL,Minden,3,1,Full,Spring,Nabis,0
MindenF3P1FULL,Minden,3,1,Full,Spring,Geocoris,8
MindenF3P1FULL,Minden,3,1,Full,Spring,Anthocoridae,4
MindenF3P1FULL,Minden,3,1,Full,Spring,Coccinellidae,1
MindenF3P1FULL,Minden,3,1,Full,Spring,Ichneumonidae,2
MindenF3P1FULL,Minden,3,1,Full,Spring,Acyrthosiphon,62
MindenF3P1FULL,Minden,3,1,Full,Spring,Aphis,0
MindenF3P1FULL,Minden,3,1,Full,Spring,Therioaphis,5
MindenF3P1FULL,Minden,3,1,Full,Spring,Lygus,7
MindenF3P1FULL,Minden,3,1,Full,Spring,Thysanoptera,241
MindenF3P1FULL,Minden,3,1,Full,Spring,Other,15
MindenF3P1FULL,Minden,3,1,Full,Spring,AllAph,67
MindenF3P1FULL,Minden,3,1,Full,Spring,NonAcy,5
MindenF3P2CONT,Minden,3,2,Control,Spring,Arachnida,0
MindenF3P2CONT,Minden,3,2,Control,Spring,Nabis,0
MindenF3P2CONT,Minden,3,2,Control,Spring,Geocoris,1
MindenF3P2CONT,Minden,3,2,Control,Spring,Anthocoridae,8
MindenF3P2CONT,Minden,3,2,Control,Spring,Coccinellidae,1
MindenF3P2CONT,Minden,3,2,Control,Spring,Ichneumonidae,8
MindenF3P2CONT,Minden,3,2,Control,Spring,Acyrthosiphon,114
MindenF3P2CONT,Minden,3,2,Control,Spring,Aphis,0
MindenF3P2CONT,Minden,3,2,Control,Spring,Therioaphis,4
MindenF3P2CONT,Minden,3,2,Control,Spring,Lygus,2
MindenF3P2CONT,Minden,3,2,Control,Spring,Thysanoptera,219
MindenF3P2CONT,Minden,3,2,Control,Spring,Other,15
MindenF3P2CONT,Minden,3,2,Control,Spring,AllAph,118
MindenF3P2CONT,Minden,3,2,Control,Spring,NonAcy,4
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Arachnida,0
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Nabis,1
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Geocoris,10
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Anthocoridae,14
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Coccinellidae,3
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Ichneumonidae,0
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Acyrthosiphon,71
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Aphis,0
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Therioaphis,7
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Lygus,8
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Thysanoptera,384
MindenF3P2SHAM,Minden,3,2,Sham,Spring,Other,16
MindenF3P2SHAM,Minden,3,2,Sham,Spring,AllAph,78
MindenF3P2SHAM,Minden,3,2,Sham,Spring,NonAcy,7
MindenF3P2FULL,Minden,3,2,Full,Spring,Arachnida,0
MindenF3P2FULL,Minden,3,2,Full,Spring,Nabis,0
MindenF3P2FULL,Minden,3,2,Full,Spring,Geocoris,4
MindenF3P2FULL,Minden,3,2,Full,Spring,Anthocoridae,8
MindenF3P2FULL,Minden,3,2,Full,Spring,Coccinellidae,2
MindenF3P2FULL,Minden,3,2,Full,Spring,Ichneumonidae,2
MindenF3P2FULL,Minden,3,2,Full,Spring,Acyrthosiphon,58
MindenF3P2FULL,Minden,3,2,Full,Spring,Aphis,0
MindenF3P2FULL,Minden,3,2,Full,Spring,Therioaphis,18
MindenF3P2FULL,Minden,3,2,Full,Spring,Lygus,2
MindenF3P2FULL,Minden,3,2,Full,Spring,Thysanoptera,458
MindenF3P2FULL,Minden,3,2,Full,Spring,Other,22
MindenF3P2FULL,Minden,3,2,Full,Spring,AllAph,76
MindenF3P2FULL,Minden,3,2,Full,Spring,NonAcy,18
MindenF3P3CONT,Minden,3,3,Control,Spring,Arachnida,1
MindenF3P3CONT,Minden,3,3,Control,Spring,Nabis,2
MindenF3P3CONT,Minden,3,3,Control,Spring,Geocoris,7
MindenF3P3CONT,Minden,3,3,Control,Spring,Anthocoridae,1
MindenF3P3CONT,Minden,3,3,Control,Spring,Coccinellidae,3
MindenF3P3CONT,Minden,3,3,Control,Spring,Ichneumonidae,3
MindenF3P3CONT,Minden,3,3,Control,Spring,Acyrthosiphon,38
MindenF3P3CONT,Minden,3,3,Control,Spring,Aphis,1
MindenF3P3CONT,Minden,3,3,Control,Spring,Therioaphis,3
MindenF3P3CONT,Minden,3,3,Control,Spring,Lygus,5
MindenF3P3CONT,Minden,3,3,Control,Spring,Thysanoptera,91
MindenF3P3CONT,Minden,3,3,Control,Spring,Other,31
MindenF3P3CONT,Minden,3,3,Control,Spring,AllAph,42
MindenF3P3CONT,Minden,3,3,Control,Spring,NonAcy,4
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Arachnida,0
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Nabis,0
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Geocoris,1
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Anthocoridae,10
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Coccinellidae,1
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Ichneumonidae,2
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Acyrthosiphon,57
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Aphis,0
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Therioaphis,2
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Lygus,4
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Thysanoptera,412
MindenF3P3SHAM,Minden,3,3,Sham,Spring,Other,59
MindenF3P3SHAM,Minden,3,3,Sham,Spring,AllAph,59
MindenF3P3SHAM,Minden,3,3,Sham,Spring,NonAcy,2
MindenF3P3FUL,Minden,3,3,Full,Spring,Arachnida,1
MindenF3P3FUL,Minden,3,3,Full,Spring,Nabis,0
